article_id,prod_name,product_type,product_type_name,product_group_name,colour_group,colour_group_name,perceived_colour_value,perceived_colour_value_name,perceived_colour_master,perceived_colour_master_name,department,department_name,index,index_name,index_group,index_group_name,section,section_name,garment_group,garment_group_name
2676,Henry RW Relaxed Denim TRS,272,Trousers,Garment Lower body,72,Blue,7,Medium,2,Blue,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
2677,Sunset HW Pull-on Woven Trs,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
2678,Sunset HW Pull-on Woven Trs,272,Trousers,Garment Lower body,14,Dark Beige,2,Medium Dusty,11,Beige,1747,Trousers,D,Divided,2,Divided,53,Divided Collection,1009,Trousers
2679,Anna pump,90,Pumps,Shoes,9,Black,4,Dark,5,Black,3528,Heels,C,Ladies Accessories,1,Ladieswear,64,Womens Shoes,1020,Shoes
2680,MARIO 2PK REG TAPERED TRS,296,Pyjama bottom,Nightwear,7,Grey,2,Medium Dusty,12,Grey,9989,Loungewear,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear"
2681,MARIO 2 PK,296,Pyjama bottom,Nightwear,7,Grey,1,Dusty Light,12,Grey,9989,Loungewear,F,Menswear,3,Menswear,26,Men Underwear,1017,"Under-, Nightwear"
2682,Alexis padded softbra,306,Bra,Underwear,9,Black,4,Dark,5,Black,1339,Clean Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2683,Lash unpadded wirebra,306,Bra,Underwear,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2684,Lash unpadded wirebra,306,Bra,Underwear,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2685,Lash unpadded wirebra,306,Bra,Underwear,53,Dark Pink,5,Bright,6,Lilac Purple,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2686,Agnetha Blouse Seersucker,258,Blouse,Garment Upper body,43,Dark Red,4,Dark,18,Red,1545,Projects Woven Tops,D,Divided,2,Divided,50,Divided Projects,1010,Blouses
2687,Antonia heavy t-shirt,255,T-shirt,Garment Upper body,10,White,3,Light,9,White,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2688,Antonia heavy t-shirt,255,T-shirt,Garment Upper body,19,Greenish Khaki,4,Dark,20,Khaki green,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2689,Antonia heavy t-shirt,255,T-shirt,Garment Upper body,51,Light Pink,1,Dusty Light,4,Pink,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2690,Antonia heavy t-shirt,255,T-shirt,Garment Upper body,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2691,Antonia heavy t-shirt,255,T-shirt,Garment Upper body,7,Grey,1,Dusty Light,12,Grey,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2692,Antonia heavy t-shirt,255,T-shirt,Garment Upper body,7,Grey,1,Dusty Light,2,Blue,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2693,Antonia heavy t-shirt,255,T-shirt,Garment Upper body,62,Purple,1,Dusty Light,6,Lilac Purple,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2694,Antonia heavy t-shirt,255,T-shirt,Garment Upper body,81,Light Turquoise,1,Dusty Light,7,Turquoise,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2695,V-neck strap top seamless,253,Vest top,Garment Upper body,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2696,Esmeralda,252,Sweater,Garment Upper body,52,Pink,7,Medium,4,Pink,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear
2697,Esmeralda,252,Sweater,Garment Upper body,21,Light Yellow,3,Light,8,Yellow,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear
2698,Pernilla Jumper,252,Sweater,Garment Upper body,73,Dark Blue,4,Dark,2,Blue,1644,Projects Jersey & Knitwear,D,Divided,2,Divided,50,Divided Projects,1005,Jersey Fancy
2699,Vintage Straight ankle consc.,272,Trousers,Garment Lower body,71,Light Blue,1,Dusty Light,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
2700,Vintage Straight ankle consc.,272,Trousers,Garment Lower body,73,Dark Blue,2,Medium Dusty,2,Blue,1772,Denim Trousers,D,Divided,2,Divided,57,Ladies Denim,1016,Trousers Denim
2701,Oui dress,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy
2702,Oui dress(1),265,Dress,Garment Full body,43,Dark Red,4,Dark,18,Red,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy
2703,Coachella cotton brazilian 2p,286,Underwear bottom,Underwear,71,Light Blue,3,Light,2,Blue,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2704,Coachella cotton brazilian 2p,286,Underwear bottom,Underwear,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2705,Oyster,258,Blouse,Garment Upper body,14,Dark Beige,4,Dark,11,Beige,1522,Blouse,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1010,Blouses
2706,Ben zip hoodie,252,Sweater,Garment Upper body,11,Off White,1,Dusty Light,9,White,1616,Knitwear,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1003,Knitwear
2707,Arron solid,252,Sweater,Garment Upper body,10,White,3,Light,9,White,5858,Knitwear,F,Menswear,3,Menswear,21,Contemporary Casual,1003,Knitwear
2708,Monaco long sleeve dress,254,Top,Garment Upper body,12,Light Beige,1,Dusty Light,11,Beige,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear
2709,Cassis,252,Sweater,Garment Upper body,13,Beige,2,Medium Dusty,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2710,Palma body,256,Bodysuit,Garment Upper body,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2711,Melba top,252,Sweater,Garment Upper body,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2712,Melba top,252,Sweater,Garment Upper body,13,Beige,1,Dusty Light,1,Mole,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2713,annecy turtleneck,252,Sweater,Garment Upper body,22,Yellow,5,Bright,8,Yellow,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2714,Monaco,265,Dress,Garment Full body,13,Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2715,Barbie,265,Dress,Garment Full body,93,Dark Green,4,Dark,19,Green,1322,Dress,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1013,Dresses Ladies
2716,Kristin creasing dress,265,Dress,Garment Full body,7,Grey,1,Dusty Light,12,Grey,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
2717,Dolly dress,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1643,Basic 1,D,Divided,2,Divided,51,Divided Basics,1002,Jersey Basic
2718,SS London dress,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2719,London dress,265,Dress,Garment Full body,91,Light Green,1,Dusty Light,19,Green,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2720,Ss p.3 woven/denim salak,265,Dress,Garment Full body,11,Off White,1,Dusty Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2721,SC speed Melissa tierd dress,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2722,SC speed Melissa tierd dress,265,Dress,Garment Full body,10,White,3,Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2723,Pingu spring,252,Sweater,Garment Upper body,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2724,Pingu spring,252,Sweater,Garment Upper body,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2725,Pingu spring,252,Sweater,Garment Upper body,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2726,HAVANA HW cropped,273,Leggings/Tights,Garment Lower body,9,Black,4,Dark,5,Black,8310,Ladies Sport Bottoms,S,Sport,26,Sport,5,Ladies H&M Sport,1005,Jersey Fancy
2727,Coachella Push Melbourne,306,Bra,Underwear,10,White,3,Light,9,White,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2728,Coachella Push Melbourne,306,Bra,Underwear,9,Black,4,Dark,5,Black,1338,Expressive Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2729,Salmon basic denim,262,Jacket,Garment Upper body,72,Blue,2,Medium Dusty,2,Blue,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor
2730,Salmon basic denim,262,Jacket,Garment Upper body,9,Black,4,Dark,5,Black,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor
2731,Salmon basic denim,262,Jacket,Garment Upper body,72,Blue,2,Medium Dusty,2,Blue,1244,Outdoor/Blazers,D,Divided,2,Divided,53,Divided Collection,1007,Outdoor
2732,GRECO HALF-ZIP PILE,308,Hoodie,Garment Upper body,9,Black,4,Dark,5,Black,1660,Jersey,A,Ladieswear,1,Ladieswear,6,Womens Casual,1005,Jersey Fancy
2733,Palermo piquet henley,252,Sweater,Garment Upper body,10,White,1,Dusty Light,9,White,1610,Knitwear,A,Ladieswear,1,Ladieswear,6,Womens Casual,1003,Knitwear
2734,Mimosa Dahlia Hipster,286,Underwear bottom,Underwear,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2735,Mimosa Dahlia Hipster,286,Underwear bottom,Underwear,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2736,Mimosa Dahlia Hipster,286,Underwear bottom,Underwear,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2737,Mimosa Dahlia Hipster,286,Underwear bottom,Underwear,71,Light Blue,1,Dusty Light,2,Blue,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2738,Roxy,252,Sweater,Garment Upper body,6,Light Grey,1,Dusty Light,-1,Unknown,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear
2739,Roxy,252,Sweater,Garment Upper body,13,Beige,2,Medium Dusty,11,Beige,1626,Knitwear,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1003,Knitwear
2740,Jax 2p Rib Ct Padded Softtop,306,Bra,Underwear,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2741,Lemon,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1676,Jersey Basic,A,Ladieswear,1,Ladieswear,16,Womens Everyday Basics,1002,Jersey Basic
2742,Polly Jean PU,275,Skirt,Garment Lower body,9,Black,4,Dark,5,Black,1444,Skirts,D,Divided,2,Divided,53,Divided Collection,1012,Skirts
2743,POW Hide trouser,273,Leggings/Tights,Garment Lower body,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy
2744,DIV Fancy pants,272,Trousers,Garment Lower body,61,Light Purple,3,Light,6,Lilac Purple,1652,Divided+,D,Divided,2,Divided,50,Divided Projects,1001,Unknown
2745,Jax rib thong 3p,286,Underwear bottom,Underwear,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2746,Perrie HW Dnm Lace Up Shorts,274,Shorts,Garment Lower body,72,Blue,2,Medium Dusty,2,Blue,1745,Shorts,D,Divided,2,Divided,53,Divided Collection,1025,Shorts
2747,ED Frugan LS 2p,255,T-shirt,Garment Upper body,9,Black,4,Dark,5,Black,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy
2748,ED Frugan LS 2p,254,Top,Garment Upper body,12,Light Beige,1,Dusty Light,11,Beige,1919,Jersey,A,Ladieswear,1,Ladieswear,2,H&M+,1005,Jersey Fancy
2749,Pippy dress,265,Dress,Garment Full body,10,White,3,Light,9,White,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2750,Pippy dress,265,Dress,Garment Full body,51,Light Pink,3,Light,4,Pink,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2751,Pippy dress,265,Dress,Garment Full body,73,Dark Blue,2,Medium Dusty,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2752,Valance Jumsuit,267,Jumpsuit/Playsuit,Garment Full body,71,Light Blue,3,Light,2,Blue,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2753,Anglaise como OPT2,306,Bra,Underwear,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2754,Anglaise como OPT2,306,Bra,Underwear,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2755,Anglaise como OPT2,306,Bra,Underwear,9,Black,4,Dark,5,Black,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2756,New Bella Dobby,275,Skirt,Garment Lower body,9,Black,4,Dark,5,Black,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers
2757,New Bella Dobby,275,Skirt,Garment Lower body,51,Light Pink,1,Dusty Light,4,Pink,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers
2758,Bella Dobby,275,Skirt,Garment Lower body,91,Light Green,1,Dusty Light,19,Green,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers
2759,Bella Dobby,275,Skirt,Garment Lower body,43,Dark Red,4,Dark,18,Red,1743,Projects Woven Bottoms,D,Divided,2,Divided,50,Divided Projects,1009,Trousers
2760,Thai denim dress,265,Dress,Garment Full body,8,Dark Grey,4,Dark,12,Grey,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2761,LOGG Nora boyfriend shirt,259,Shirt,Garment Upper body,10,White,3,Light,9,White,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses
2762,MC Donna blazer,264,Blazer,Garment Upper body,9,Black,4,Dark,5,Black,1929,Outwear,A,Ladieswear,1,Ladieswear,2,H&M+,1007,Outdoor
2763,GINNY SHIRT,258,Blouse,Garment Upper body,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses
2764,GINNY SHIRT,258,Blouse,Garment Upper body,9,Black,4,Dark,5,Black,1543,Tops Woven,D,Divided,2,Divided,53,Divided Collection,1010,Blouses
2765,Biscuit top,254,Top,Garment Upper body,9,Black,4,Dark,5,Black,1666,Jersey,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1005,Jersey Fancy
2766,Charmaine Trench,262,Jacket,Garment Upper body,12,Light Beige,1,Dusty Light,11,Beige,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor
2767,Charmaine Trench,262,Jacket,Garment Upper body,14,Dark Beige,2,Medium Dusty,13,Brown,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor
2768,Sausage Shacket PU,262,Jacket,Garment Upper body,19,Greenish Khaki,2,Medium Dusty,20,Khaki green,1201,Outwear,A,Ladieswear,1,Ladieswear,19,Womens Jackets,1007,Outdoor
2769,Leon jumpsuit,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,1717,Trouser,A,Ladieswear,1,Ladieswear,11,Womens Tailoring,1009,Trousers
2770,SKINNY BASIC HW 89,272,Trousers,Garment Lower body,71,Light Blue,1,Dusty Light,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim
2771,SKINNY BASIC HW 89,272,Trousers,Garment Lower body,73,Dark Blue,2,Medium Dusty,2,Blue,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim
2772,SKINNY BASIC HW 89,272,Trousers,Garment Lower body,9,Black,4,Dark,5,Black,8917,Young Girl Denim,I,Children Sizes 134-170,4,Baby/Children,77,Young Girl,1016,Trousers Denim
2773,Jade sweatshirt,252,Sweater,Garment Upper body,6,Light Grey,1,Dusty Light,12,Grey,1640,Tops Fancy Jersey,D,Divided,2,Divided,53,Divided Collection,1005,Jersey Fancy
2774,Bernard tencel shirt,258,Blouse,Garment Upper body,73,Dark Blue,4,Dark,2,Blue,1510,Blouse,A,Ladieswear,1,Ladieswear,6,Womens Casual,1010,Blouses
2775,Mimosa padded softbra P2,306,Bra,Underwear,10,White,3,Light,9,White,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2776,Mimosa padded softbra P2,306,Bra,Underwear,51,Light Pink,1,Dusty Light,4,Pink,1334,Casual Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
2777,Sanfran,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2778,Shake It In Tie Brief,59,Swimwear bottom,Swimwear,22,Yellow,4,Dark,8,Yellow,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2779,ED Honey PU dress,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1909,Woven top,A,Ladieswear,1,Ladieswear,2,H&M+,1010,Blouses
2780,Eliza linen slack,272,Trousers,Garment Lower body,12,Light Beige,2,Medium Dusty,11,Beige,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers
2781,Eliza linen slack,272,Trousers,Garment Lower body,17,Yellowish Brown,2,Medium Dusty,13,Brown,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers
2782,Eliza linen slack,272,Trousers,Garment Lower body,19,Greenish Khaki,4,Dark,20,Khaki green,1722,Trouser,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1009,Trousers
2783,Beach Please Super Push Bra,298,Bikini top,Swimwear,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2784,Sorrento Push Bra,298,Bikini top,Swimwear,32,Orange,7,Medium,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2785,Sorrento Push Bra.,298,Bikini top,Swimwear,72,Blue,1,Dusty Light,2,Blue,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2786,Notre Dame(1),264,Blazer,Garment Upper body,9,Black,4,Dark,5,Black,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed
2787,Notre Dame(1),264,Blazer,Garment Upper body,12,Light Beige,1,Dusty Light,11,Beige,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed
2788,Hamilton Swimsuit,57,Swimsuit,Swimwear,11,Off White,3,Light,9,White,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2789,Hamilton Swimsuit,57,Swimsuit,Swimwear,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2790,Amelie,264,Blazer,Garment Upper body,17,Yellowish Brown,2,Medium Dusty,13,Brown,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed
2791,Karen,264,Blazer,Garment Upper body,33,Dark Orange,2,Medium Dusty,13,Brown,1222,Suit jacket,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1008,Dressed
2792,Tie Hard Triangle Top,298,Bikini top,Swimwear,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2793,Tie Hard Cheeky Tanga,59,Swimwear bottom,Swimwear,93,Dark Green,2,Medium Dusty,19,Green,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2794,Brighton dress,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1344,Dresses,D,Divided,2,Divided,53,Divided Collection,1013,Dresses Ladies
2795,Wowcha Top,298,Bikini top,Swimwear,9,Black,4,Dark,5,Black,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2796,Wowcha Top,298,Bikini top,Swimwear,33,Dark Orange,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2797,Wowcha Top,298,Bikini top,Swimwear,22,Yellow,5,Bright,8,Yellow,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2798,Wowcha HR Brief,59,Swimwear bottom,Swimwear,33,Dark Orange,4,Dark,3,Orange,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2799,Wowcha HR Brief,59,Swimwear bottom,Swimwear,22,Yellow,5,Bright,8,Yellow,4242,Swimwear,B,Lingeries/Tights,1,Ladieswear,60,"Womens Swimwear, beachwear",1018,Swimwear
2800,Simone,254,Top,Garment Upper body,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2801,Simone,254,Top,Garment Upper body,93,Dark Green,5,Bright,19,Green,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2802,Mona,254,Top,Garment Upper body,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2803,Paulina top,254,Top,Garment Upper body,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2804,Thyme top,254,Top,Garment Upper body,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2805,Thyme top,254,Top,Garment Upper body,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2806,CS Dorotea top,254,Top,Garment Upper body,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2807,CS Dorotea top,254,Top,Garment Upper body,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2808,Chaka linen,255,T-shirt,Garment Upper body,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2809,Asa smock top,254,Top,Garment Upper body,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2810,Asa smock top,254,Top,Garment Upper body,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2811,Maryam dress,265,Dress,Garment Full body,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2812,Jackey top,254,Top,Garment Upper body,12,Light Beige,1,Dusty Light,11,Beige,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2813,Mia,253,Vest top,Garment Upper body,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2814,Mia,253,Vest top,Garment Upper body,10,White,3,Light,9,White,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2815,Mia,253,Vest top,Garment Upper body,53,Dark Pink,5,Bright,4,Pink,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2816,Ginger body,256,Bodysuit,Garment Upper body,9,Black,4,Dark,5,Black,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2817,Ginger body,256,Bodysuit,Garment Upper body,10,White,3,Light,-1,Unknown,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2818,Sabrina top,254,Top,Garment Upper body,6,Light Grey,1,Dusty Light,12,Grey,1636,Jersey fancy,A,Ladieswear,1,Ladieswear,15,Womens Everyday Collection,1005,Jersey Fancy
2819,Hilly Rem Pad Soft Top,306,Bra,Underwear,9,Black,4,Dark,5,Black,3710,Functional Lingerie,B,Lingeries/Tights,1,Ladieswear,61,Womens Lingerie,1017,"Under-, Nightwear"
